"","age","female","hisp","education","earnings","hours","week","union","uncov","region","race","marital"
"29881",40,0,1,10,40000,40,52,0,0,3,1,1
"29882",34,1,1,12,15000,40,52,0,0,3,1,1
"29883",29,1,1,12,20000,39,52,0,0,3,1,7
"29884",61,0,1,12,43000,40,52,0,0,3,1,1
"29885",35,0,1,12,31200,43,52,0,0,3,1,5
"29886",61,0,0,12,40000,40,52,0,0,3,1,1
"29887",72,0,0,18,150000,40,52,0,0,3,1,1
"29888",54,0,0,13,65000,40,52,0,0,3,1,1
"29889",25,0,0,16,25000,40,52,0,0,3,1,7
"29890",45,0,1,12,30000,40,52,0,0,3,1,6
"29891",31,0,1,10,48000,40,52,0,0,3,1,1
"29892",31,1,1,13,36000,40,52,0,0,3,1,1
"29893",52,0,0,13,150000,40,52,0,0,3,1,1
"29894",52,0,0,16,75000,40,52,0,0,3,1,1
"29895",79,1,0,11,30682,40,52,0,0,3,1,4
"29896",65,1,0,13,65000,40,52,0,0,3,1,5
"29897",37,0,0,13,14500,40,52,0,0,3,2,1
"29898",40,1,1,13,43000,45,52,0,0,3,1,7
"29899",61,1,0,12,60000,40,52,0,0,3,1,1
"29900",51,1,0,16,50000,40,52,0,0,3,1,5
"29901",45,0,0,12,35000,40,52,0,0,3,1,7
"29902",39,0,0,13,50000,40,52,0,0,3,1,1
"29903",37,1,0,13,50000,40,52,0,0,3,1,1
"29904",38,1,0,14,78000,40,52,0,0,3,2,3
"29905",37,0,0,16,50000,40,52,0,0,3,1,1
"29906",63,0,0,16,26000,56,52,0,0,3,1,5
"29907",35,1,0,16,75000,36,51,0,0,3,1,7
"29908",36,0,1,12,38000,50,52,0,0,3,1,1
"29909",30,0,0,13,50000,40,50,0,0,3,1,1
"29910",32,1,1,13,36000,40,52,0,0,3,1,1
"29911",31,0,0,14,65000,50,52,0,0,3,1,1
"29912",37,0,0,14,57000,55,52,0,0,3,1,7
"29913",26,1,0,11,15000,38,52,0,0,3,1,6
"29914",52,0,0,13,38000,40,52,0,0,3,2,5
"29915",74,0,0,12,389599,45,52,0,0,3,1,1
"29916",61,1,0,12,407720,40,52,0,0,3,1,1
"29917",36,1,0,13,60000,40,52,0,0,3,2,1
"29918",35,0,0,13,30000,40,52,0,0,3,2,1
"29919",46,0,0,16,27000,40,52,0,0,3,2,1
"29920",44,0,1,13,1e+05,40,52,0,0,3,1,1
"29921",45,1,0,16,50000,40,52,0,0,3,1,1
"29922",34,0,0,16,80000,40,52,0,0,3,7,5
"29923",30,0,0,13,32000,40,52,0,0,3,1,1
"29924",28,1,0,13,35000,40,52,0,0,3,1,1
"29925",36,1,0,18,89000,40,52,0,0,3,4,1
"29926",46,1,0,13,65000,38,52,0,0,3,1,5
"29927",72,1,0,13,47000,40,52,0,0,3,1,5
"29928",37,0,0,12,55000,40,52,0,0,3,1,1
"29929",34,0,0,12,94000,40,52,0,0,3,1,1
"29930",44,0,1,12,27000,40,52,0,0,3,1,1
"29931",45,1,1,12,30000,40,52,0,0,3,1,1
"29932",19,0,1,13,13000,40,52,0,0,3,1,7
"29933",42,1,1,16,25000,40,52,0,0,3,1,5
"29934",62,0,1,12,20800,80,52,0,0,3,1,1
"29935",35,1,1,11,15600,40,52,0,0,3,1,7
"29936",43,1,1,14,15000,40,50,0,0,3,1,1
"29937",45,0,1,10,24000,40,50,0,0,3,1,1
"29938",44,1,1,12,20500,40,52,0,0,3,1,1
"29939",26,0,0,14,24700,40,52,0,0,3,1,1
"29940",31,1,1,16,40000,40,52,0,0,3,1,1
"29941",26,1,0,12,31200,40,52,0,0,3,1,1
"29942",31,0,1,14,30000,40,52,0,0,3,1,1
"29943",38,0,0,18,51000,40,52,0,0,3,1,1
"29944",54,0,0,12,10400,40,50,0,0,3,2,1
"29945",47,1,0,16,28000,45,52,0,0,3,1,1
"29946",48,0,0,20,195000,50,52,0,0,3,1,1
"29947",47,0,0,20,2e+05,75,52,0,0,3,1,1
"29948",40,0,0,14,180000,80,52,0,0,3,1,1
"29949",43,0,0,14,38000,40,52,0,0,3,2,1
"29950",42,1,0,20,70000,40,52,0,0,3,2,1
"29951",31,0,0,16,62400,50,52,0,0,3,2,1
"29952",29,1,0,16,28600,40,52,0,0,3,2,1
"29953",48,0,0,16,18720,40,52,0,0,3,1,1
"29954",58,1,0,16,195000,60,52,0,0,3,2,7
"29955",48,1,0,16,20000,40,52,0,0,3,1,7
"29956",30,0,0,12,56000,40,52,0,0,3,1,1
"29957",44,0,0,12,52000,50,52,0,0,3,1,1
"29958",48,0,0,13,42000,60,52,0,0,3,1,1
"29959",47,0,0,12,4800,40,52,0,0,3,1,1
"29960",18,0,0,12,11175,40,52,0,0,3,1,7
"29961",44,1,1,16,40000,40,52,0,0,3,1,1
"29962",44,0,1,16,1e+05,40,52,0,0,3,1,1
"29963",33,0,1,9,37000,40,52,0,0,3,1,5
"29964",53,1,0,18,75000,40,52,0,0,3,1,1
"29965",41,0,1,6,25000,40,52,0,0,3,1,1
"29966",64,0,0,16,270,40,51,0,0,3,1,5
"29967",36,0,0,14,50000,50,52,0,0,3,1,1
"29968",35,1,0,12,58000,50,50,0,0,3,1,1
"29969",51,1,0,13,60000,40,52,0,0,3,1,1
"29970",35,1,0,16,80000,55,52,0,0,3,1,1
"29971",23,1,0,14,30000,40,52,0,0,3,1,7
"29972",23,0,0,14,30000,40,52,0,0,3,1,7
"29973",26,0,0,18,112946,55,52,0,0,3,1,1
"29974",29,1,0,16,30000,40,52,0,0,3,1,1
"29975",40,1,0,13,59000,47,52,0,0,3,1,5
"29976",60,0,0,16,57000,40,52,0,0,3,1,1
"29977",57,1,0,16,45000,40,52,0,0,3,1,1
"29978",43,0,1,9,35360,40,52,0,0,3,1,1
"29979",38,0,1,10,75000,60,52,0,0,3,1,1
"29980",48,0,1,13,27000,40,52,0,0,3,1,1
"29981",35,0,0,14,42395,40,52,0,0,3,1,5
"29982",42,0,1,12,40000,40,52,0,0,3,1,7
"29983",39,0,0,12,45000,40,52,0,0,3,1,1
"29984",38,1,1,18,45000,40,52,0,0,3,1,1
"29985",46,0,0,12,29000,48,52,0,0,3,2,1
"29986",46,0,0,14,38000,40,52,0,0,3,2,1
"29987",24,0,0,12,38000,40,52,0,0,3,1,1
"29988",42,1,0,16,16000,36,52,0,0,3,1,1
"29989",45,0,0,13,35000,40,52,0,0,3,1,1
"29990",31,1,0,12,19200,40,52,0,0,3,1,7
"29991",28,1,0,14,55000,40,52,0,0,3,1,7
"29992",53,1,0,12,11000,40,52,0,0,3,1,1
"29993",55,0,0,14,60000,40,52,0,0,3,1,1
"29994",59,0,0,6,30000,50,52,0,0,3,1,1
"29995",46,1,0,13,24000,40,49,0,0,3,1,1
"29996",33,0,0,12,22000,40,52,0,0,3,2,7
"29997",47,1,1,14,25000,36,52,0,0,3,2,5
"29998",53,0,0,12,24960,40,52,0,0,3,1,6
"29999",50,0,0,14,98000,40,52,0,0,3,1,5
"30000",37,1,0,14,28000,40,52,0,0,3,1,7
"30001",29,0,0,13,31000,40,52,0,0,3,1,1
"30002",37,1,1,10,26000,40,52,0,0,3,1,1
"30003",37,0,1,12,25000,40,52,0,0,3,1,1
"30004",39,0,0,13,35000,40,48,0,0,3,1,1
"30005",24,1,0,13,20000,40,52,0,0,3,1,7
"30006",50,0,1,10,35000,90,52,0,0,3,1,5
"30007",48,0,1,13,26000,40,52,0,0,3,1,1
"30008",47,1,0,14,18000,40,52,0,0,3,1,1
"30009",53,0,1,12,40000,40,48,0,0,3,1,1
"30010",26,1,0,13,25000,42,52,0,0,3,1,1
"30011",31,0,0,13,41000,40,52,0,0,3,1,1
"30012",30,1,0,12,42000,40,52,0,0,3,1,7
"30013",43,0,0,16,92000,40,52,0,0,3,1,1
"30014",59,0,0,13,27168,40,52,0,0,3,1,1
"30015",52,1,0,20,48000,36,52,0,0,3,1,7
"30016",52,1,0,12,30000,45,52,0,0,3,1,1
"30017",60,1,1,12,36000,40,52,0,0,3,1,1
"30018",85,0,1,12,40000,40,52,0,0,3,1,1
"30019",27,0,1,12,25000,40,52,0,0,3,1,7
"30020",47,0,0,12,6000,40,52,0,0,3,2,7
"30021",56,1,1,12,15000,36,52,0,0,3,1,7
"30022",32,0,1,16,33800,40,52,0,0,3,1,1
"30023",41,0,0,16,72000,50,52,0,0,3,1,7
"30024",27,0,0,18,68000,40,52,0,0,3,1,7
"30025",27,0,0,18,68000,40,52,0,0,3,1,3
"30026",40,0,0,13,18000,36,52,0,0,3,1,7
"30027",61,1,1,13,15000,40,52,0,0,3,1,1
"30028",67,0,0,16,72000,40,52,0,0,3,1,1
"30029",44,0,0,16,389599,50,52,0,0,3,1,1
"30030",37,1,0,16,38000,40,52,0,0,3,2,3
"30031",49,1,0,12,18000,40,52,0,0,3,2,7
"30032",33,0,0,12,1e+05,40,48,0,0,3,1,1
"30033",52,1,0,18,58000,40,52,0,0,3,1,5
"30034",30,0,1,13,20000,40,52,0,0,3,1,1
"30035",30,1,1,18,25000,40,52,0,0,3,1,1
"30036",43,0,0,12,17500,40,52,0,0,3,1,1
"30037",51,1,0,12,35000,40,52,0,0,3,1,1
"30038",45,0,1,12,19000,40,52,0,0,3,1,5
"30039",61,0,0,16,21000,40,52,0,0,3,1,5
"30040",36,0,0,14,35000,40,52,0,0,3,4,1
"30041",24,1,0,12,15000,40,52,0,0,3,4,1
"30042",54,1,0,12,14000,38,52,0,0,3,2,6
"30043",40,1,0,12,18000,40,52,0,0,3,2,7
"30044",53,1,0,9,13500,37,52,0,0,3,2,5
"30045",44,0,0,16,50000,50,52,0,0,3,1,1
"30046",44,1,1,16,46000,50,52,0,0,3,1,1
"30047",39,0,0,14,54000,40,52,0,0,3,2,1
"30048",36,0,0,16,68000,48,52,0,0,3,1,7
"30049",32,1,0,13,26000,40,52,0,0,3,1,7
"30050",26,0,1,16,58000,40,52,0,0,3,1,1
"30051",32,0,0,16,60000,40,52,0,0,3,2,5
"30052",51,0,0,12,113000,40,52,0,0,3,1,1
"30053",25,1,1,16,70000,40,52,0,0,3,1,7
"30054",26,0,1,16,61500,40,52,0,0,3,1,7
"30055",27,1,0,14,60000,36,52,0,0,3,1,1
"30056",29,0,0,13,33000,40,52,0,0,3,1,1
"30057",36,1,0,18,47000,40,52,0,0,3,1,5
"30058",31,0,1,14,30000,37,52,0,0,3,1,1
"30059",43,1,1,16,26002,40,52,0,0,3,1,6
"30060",31,0,0,12,26000,40,52,0,0,3,1,7
"30061",29,0,0,12,48000,40,52,0,0,3,1,1
"30062",30,1,0,12,35300,40,52,0,0,3,1,1
"30063",49,0,0,16,65000,40,52,0,0,3,2,5
"30064",21,0,0,13,22325,40,52,0,0,3,1,7
"30065",45,0,0,12,75000,50,52,0,0,3,1,1
"30066",33,0,0,16,94000,40,52,0,0,3,1,1
"30067",34,1,0,18,41000,40,52,0,0,3,1,1
"30068",55,1,0,6,26000,40,52,0,0,3,4,5
"30069",45,1,0,6,24000,60,50,0,0,3,4,7
"30070",35,0,0,12,24000,60,52,0,0,3,4,1
"30071",30,1,0,12,24000,60,52,0,0,3,4,1
"30072",47,0,0,13,54000,40,48,0,0,3,1,1
"30073",48,1,0,16,60000,40,52,0,0,3,1,1
"30074",49,0,0,12,26000,40,52,0,0,3,1,1
"30075",52,0,0,13,24000,55,52,0,0,3,1,1
"30076",28,0,0,13,55000,40,52,0,0,3,1,7
"30077",28,1,0,13,25000,40,52,0,0,3,1,7
"30078",56,1,0,12,19500,40,52,0,0,3,2,1
"30079",61,0,0,18,140000,60,52,0,0,3,1,1
"30080",62,1,0,12,24000,38,52,0,0,3,1,1
"30081",62,0,0,20,50000,60,52,0,0,3,1,1
"30082",61,1,0,16,180000,50,52,0,0,3,1,1
"30083",43,1,0,16,50000,40,52,0,0,3,1,1
"30084",48,0,0,18,80000,40,52,0,0,3,1,1
"30085",38,0,0,16,25000,40,52,0,0,3,1,5
"30086",65,0,0,12,172946,42,52,0,0,3,1,1
"30087",38,0,0,14,1e+05,55,52,1,0,3,1,1
"30088",38,0,0,16,88000,99,48,1,0,3,1,1
"30089",60,0,0,18,105000,50,52,0,0,3,1,7
"30090",20,0,1,13,20000,40,52,0,0,3,1,7
"30091",24,0,0,13,35000,40,52,0,0,3,1,1
"30092",24,0,0,13,45000,40,52,0,0,3,1,7
"30093",22,0,0,14,26000,40,52,0,0,3,4,7
"30094",32,0,0,13,22000,40,52,0,0,3,1,1
"30095",36,1,0,6,14000,38,52,0,0,3,2,3
"30096",49,0,0,12,35000,40,52,0,0,3,1,7
"30097",53,1,0,16,70000,40,52,0,0,3,1,7
"30098",55,0,0,16,60000,40,52,0,0,3,1,5
"30099",54,1,0,18,16000,40,52,0,0,3,1,1
"30100",58,0,0,16,120000,50,52,0,0,3,1,1
"30101",45,0,0,12,60000,40,52,0,0,3,1,1
"30102",75,0,0,13,20000,40,52,0,0,3,2,5
"30103",21,1,0,12,18700,40,48,0,0,3,1,7
"30104",21,0,0,12,15000,40,52,0,0,3,1,7
"30105",47,1,1,13,31000,40,52,0,0,3,1,5
"30106",23,1,0,14,35000,40,52,0,0,3,1,7
"30107",43,0,1,18,72000,40,52,0,0,3,1,1
"30108",39,1,1,14,18000,40,52,0,0,3,1,1
"30109",50,0,0,12,45000,40,52,0,0,3,4,1
"30110",62,1,0,12,22140,40,52,0,0,3,1,1
"30111",68,0,0,11,35000,40,52,0,0,3,1,1
"30112",29,0,1,13,60000,40,52,0,0,3,1,1
"30113",39,1,1,11,59000,45,52,0,0,3,1,3
"30114",29,0,0,13,10000,40,52,0,0,3,2,7
"30115",26,0,0,14,30000,40,52,0,0,3,1,1
"30116",28,0,0,13,25700,40,52,0,0,3,1,7
"30117",25,1,0,18,54000,43,52,0,0,3,1,7
"30118",28,0,1,16,188505,55,52,0,0,3,2,7
"30119",36,1,1,12,20002,40,52,0,0,3,1,3
"30120",48,0,0,13,87000,40,52,0,0,3,1,1
"30121",55,1,0,16,40000,40,52,0,0,3,1,5
"30122",55,0,0,18,80000,40,52,0,0,3,1,1
"30123",35,1,0,16,88000,50,52,0,0,3,1,7
"30124",53,1,0,14,45000,40,52,0,0,3,1,7
"30125",28,1,1,12,40000,40,52,0,0,3,1,7
"30126",31,0,0,12,40000,40,52,0,0,3,1,7
"30127",40,0,1,13,55000,40,52,0,0,3,1,1
"30128",30,1,0,13,25000,40,52,0,0,3,1,1
"30129",32,0,1,16,46000,40,52,0,0,3,1,1
"30130",31,1,1,16,30000,40,52,0,0,3,1,1
"30131",37,0,1,12,25000,40,52,0,0,3,1,1
"30132",30,1,1,16,35000,40,52,0,0,3,1,1
"30133",35,0,0,16,40000,40,52,0,0,3,1,1
"30134",54,1,1,16,19080,53,52,0,0,3,1,5
"30135",27,0,1,16,35000,45,52,0,0,3,1,7
"30136",23,1,1,13,42000,45,52,0,0,3,1,5
"30137",34,0,1,12,30000,40,52,0,0,3,1,1
"30138",39,0,1,16,29200,40,52,0,0,3,1,5
"30139",36,1,1,6,30002,40,48,0,0,3,1,1
"30140",28,1,1,14,30000,40,52,0,0,3,1,1
"30141",28,0,1,12,30000,40,52,0,0,3,1,1
"30142",36,0,0,16,76000,36,52,0,0,3,4,1
"30143",69,1,0,14,6000,40,52,0,0,3,4,4
"30144",23,0,0,13,33000,40,52,0,0,3,4,7
"30145",38,1,0,9,18000,40,52,0,0,3,2,7
"30146",46,0,0,18,65002,40,52,0,0,3,2,1
"30147",33,0,0,12,53000,50,52,0,0,3,1,1
"30148",28,1,0,12,32200,40,52,0,0,3,1,1
"30149",37,1,0,13,38000,50,49,0,0,3,8,5
"30150",23,0,0,13,25000,40,52,0,0,3,2,7
"30151",42,1,0,16,48000,43,52,0,0,3,2,7
"30152",46,0,0,10,34000,40,52,0,0,3,1,1
"30153",37,0,0,12,28000,40,52,0,0,3,1,4
"30154",42,0,0,12,8000,40,52,0,0,3,4,1
"30155",43,1,0,9,9000,40,52,0,0,3,4,1
"30156",57,1,0,16,50000,40,52,0,0,3,1,1
"30157",57,0,0,16,50000,40,52,0,0,3,1,1
"30158",44,0,0,12,35000,40,52,0,0,3,1,1
"30159",38,1,0,12,50000,43,52,0,0,3,2,6
"30160",47,0,0,14,37000,60,52,0,0,3,1,1
"30161",42,1,0,12,31200,40,52,0,0,3,1,1
"30162",44,0,0,18,60000,40,52,0,0,3,1,1
"30163",41,1,0,16,60000,40,52,0,0,3,1,1
"30164",27,1,0,12,20000,40,52,0,0,3,2,7
"30165",27,0,0,14,40000,40,52,0,0,3,2,7
"30166",34,0,0,12,48840,45,52,0,0,3,1,1
"30167",46,1,0,16,1e+05,40,52,0,0,3,1,1
"30168",39,0,1,14,35000,40,52,0,0,3,1,1
"30169",35,1,1,16,37000,40,52,0,0,3,1,1
"30170",50,1,0,12,5200,38,52,0,0,3,2,7
"30171",39,0,0,16,389599,65,52,0,0,3,1,1
"30172",38,0,0,18,150000,70,52,0,0,3,1,1
"30173",38,1,1,18,50000,40,52,0,0,3,1,1
"30174",58,1,0,13,40000,40,52,0,0,3,2,1
"30175",58,0,0,14,41000,40,52,0,0,3,2,1
"30176",37,1,0,12,18000,40,52,0,0,3,2,7
"30177",35,1,1,12,38000,40,52,0,0,3,1,2
"30178",37,1,0,14,62000,60,52,0,0,3,1,1
"30179",38,0,0,12,58000,60,52,0,0,3,1,1
"30180",38,0,0,10,86000,53,52,0,0,3,1,1
"30181",32,0,0,16,45000,40,52,0,0,3,1,1
"30182",31,1,0,16,24000,40,52,0,0,3,1,1
"30183",42,0,0,20,45000,45,52,0,0,3,1,7
"30184",37,1,0,16,45000,45,52,0,0,3,1,5
"30185",56,0,0,14,72946,70,52,0,0,3,1,1
"30186",22,0,0,14,21120,40,48,0,0,3,1,7
"30187",50,0,0,13,25000,40,52,0,0,3,1,1
"30188",46,1,0,13,50000,50,52,0,0,3,1,1
"30189",37,0,0,16,1e+05,60,52,0,0,3,1,1
"30190",34,0,0,12,20000,40,52,0,0,3,4,1
"30191",67,0,1,12,55000,45,52,0,0,3,1,1
"30192",47,0,1,12,24000,40,52,0,0,3,1,1
"30193",40,0,0,16,40000,50,48,0,0,3,1,1
"30194",55,1,1,13,29000,40,52,0,0,3,1,1
"30195",50,0,1,12,30000,40,52,0,0,3,1,1
"30196",37,1,0,12,33000,44,52,0,0,3,2,7
"30197",21,1,1,10,17000,40,48,0,0,3,1,2
"30198",38,1,0,12,52000,40,52,0,0,3,2,1
"30199",43,0,0,12,48000,40,52,0,0,3,2,1
"30200",44,0,1,14,27000,60,52,0,0,3,1,1
"30201",42,1,1,14,23000,37,52,0,0,3,1,1
"30202",40,1,1,16,50000,40,52,0,0,3,1,7
"30203",44,0,1,14,70000,50,52,0,0,3,1,1
"30204",42,0,1,13,30000,40,52,0,0,3,1,1
"30205",41,1,1,14,30000,40,52,0,0,3,1,1
"30206",46,0,0,16,40000,45,52,0,0,3,1,1
"30207",40,0,0,12,52002,40,52,0,0,3,1,1
"30208",46,1,0,12,60000,50,52,0,0,3,1,5
"30209",22,0,0,12,30000,40,52,0,0,3,1,7
"30210",34,1,0,16,36500,40,52,0,0,3,2,7
"30211",58,1,0,16,25680,40,52,0,0,3,1,1
"30212",25,0,0,16,16000,40,52,0,0,3,2,7
"30213",28,1,0,12,30000,40,52,0,0,3,1,6
"30214",59,0,0,13,29000,40,52,0,0,3,1,1
"30215",37,0,0,16,1e+05,40,52,0,0,3,1,1
"30216",37,1,0,18,62500,40,52,0,0,3,1,1
"30217",38,0,0,16,64000,50,52,0,0,3,4,1
"30218",43,1,0,20,120000,50,52,0,0,3,1,1
"30219",49,0,0,12,40000,40,52,0,0,3,1,1
"30220",31,1,0,16,24500,40,52,0,0,3,1,1
"30221",50,1,0,16,45000,40,52,0,0,3,1,1
"30222",51,0,0,18,35000,40,52,0,0,3,1,1
"30223",38,0,0,12,80000,40,52,0,0,3,1,1
"30224",43,0,0,12,60000,50,52,0,0,3,1,1
"30225",33,0,0,12,30000,45,52,0,0,3,1,7
"30226",43,0,1,16,50000,40,52,0,0,3,1,1
"30227",38,1,0,16,63000,40,52,0,0,3,1,1
"30228",37,0,0,18,105000,55,52,0,0,3,1,1
"30229",37,0,0,18,35000,40,52,0,0,3,1,1
"30230",48,0,0,12,28000,40,52,0,0,3,1,1
"30231",49,1,0,12,56000,50,52,0,0,3,1,1
"30232",25,1,0,14,40000,40,52,0,0,3,2,7
"30233",37,0,0,16,43000,52,52,0,0,3,4,1
"30234",31,1,0,16,72000,40,52,0,0,3,4,1
"30235",43,1,0,14,23002,40,52,0,0,3,4,7
"30236",51,0,0,11,32000,40,52,0,0,3,1,1
"30237",25,0,0,12,15150,45,52,0,0,3,1,7
"30238",50,0,0,12,68000,40,52,0,0,3,1,7
"30239",37,1,1,14,25000,40,52,0,0,3,1,1
"30240",28,0,1,14,20000,40,52,0,0,3,1,1
"30241",30,1,0,13,43000,40,52,0,0,3,1,1
"30242",34,0,0,13,63000,55,52,0,0,3,1,1
"30243",49,1,0,18,66000,45,52,0,0,3,1,1
"30244",31,0,0,12,32000,40,52,0,0,3,1,1
"30245",28,1,0,13,18000,40,52,0,0,3,1,1
"30246",43,0,0,13,25000,45,52,0,0,3,2,1
"30247",45,1,0,13,22880,40,52,0,0,3,2,1
"30248",33,1,0,14,40000,52,52,0,0,3,1,7
"30249",29,1,0,14,40420,44,52,0,0,3,1,5
"30250",56,0,1,18,60000,40,52,0,0,3,1,1
"30251",55,1,0,16,85000,40,52,0,0,3,1,1
"30252",35,0,0,13,20000,40,52,0,0,3,2,7
"30253",52,0,0,14,39000,70,52,0,0,3,1,1
"30254",65,1,0,16,70000,40,52,0,0,3,1,5
"30255",47,0,0,14,58000,40,52,0,0,3,1,1
"30256",39,0,0,13,150000,40,52,1,0,3,1,1
"30257",36,0,0,20,97000,45,52,0,0,3,4,5
"30258",38,0,0,12,37000,40,52,0,0,3,1,1
"30259",38,1,0,14,26000,40,52,0,0,3,1,1
"30260",26,0,0,13,26000,60,52,0,0,3,1,7
"30261",26,1,0,14,43000,60,52,1,0,3,1,7
"30262",50,0,0,14,77369,40,52,1,0,3,1,1
"30263",44,1,0,14,13056,40,52,0,0,3,1,1
"30264",28,0,0,16,72000,40,52,0,0,3,1,1
"30265",47,1,0,12,45000,40,52,0,0,3,1,1
"30266",42,1,0,16,52000,40,50,0,0,3,1,1
"30267",55,0,0,12,52000,52,52,0,0,3,1,1
"30268",53,1,0,12,30000,40,52,0,0,3,1,1
"30269",48,0,0,11,34000,50,52,0,0,3,1,1
"30270",47,0,0,13,48000,60,52,0,0,3,1,1
"30271",25,0,1,16,60000,40,52,0,0,3,1,7
"30272",38,0,0,12,45000,40,52,0,0,3,1,1
"30273",59,0,0,18,54000,40,52,0,0,3,1,1
"30274",43,1,0,12,16640,40,52,0,0,3,1,1
"30275",31,0,0,20,65000,45,52,0,0,3,1,1
"30276",29,1,0,16,40000,40,52,0,0,3,1,1
"30277",53,0,0,18,38500,40,52,0,0,3,1,6
"30278",39,0,0,12,29000,40,52,0,0,3,1,5
"30279",65,0,0,14,45000,40,52,0,0,3,1,1
"30280",62,1,0,16,40000,40,52,0,0,3,1,1
"30281",22,1,0,14,65000,40,52,0,0,3,1,1
"30282",30,0,0,12,40000,50,48,0,0,3,1,1
"30283",44,0,0,16,113000,45,52,0,0,3,1,1
"30284",61,0,0,14,30000,50,52,0,0,3,1,6
"30285",27,0,1,4,23000,50,52,0,0,3,1,7
"30286",38,0,0,13,80000,50,52,0,0,3,1,1
"30287",38,1,0,14,40000,50,52,0,0,3,1,1
"30288",61,0,0,16,25002,40,52,0,0,3,1,1
"30289",35,0,0,20,32000,40,52,0,0,3,1,1
"30290",46,0,0,16,60000,40,52,0,0,3,1,1
"30291",41,1,0,16,35000,40,52,0,0,3,1,1
"30292",45,0,0,18,77000,40,52,0,0,3,1,1
"30293",38,0,0,16,85000,40,52,0,0,3,1,1
"30294",52,0,0,16,1e+05,50,52,0,0,3,2,1
"30295",51,1,0,14,20000,40,52,0,0,3,2,1
"30296",24,1,0,14,30000,40,52,0,0,3,2,7
"30297",49,0,0,18,55000,40,52,0,0,3,1,1
"30298",47,1,0,14,65000,40,52,0,0,3,1,1
"30299",57,0,0,16,65000,40,52,0,0,3,1,1
"30300",48,1,0,14,45000,40,52,0,0,3,1,1
"30301",40,1,0,12,21000,40,52,0,0,3,1,1
"30302",34,1,0,16,32000,40,52,0,0,3,1,1
"30303",45,1,0,13,37500,40,52,0,0,3,1,1
"30304",37,0,0,12,34500,52,52,0,0,3,1,1
"30305",42,1,0,13,19000,40,52,0,0,3,1,5
"30306",22,1,0,13,19000,40,52,0,0,3,1,7
"30307",68,0,0,13,16800,38,52,0,0,3,1,1
"30308",35,0,0,12,10000,40,52,0,0,3,1,5
"30309",43,1,0,16,28000,40,52,0,0,3,1,4
"30310",30,0,0,20,50000,40,52,0,0,3,1,1
"30311",23,0,0,13,37002,40,52,0,0,3,4,7
"30312",48,0,0,11,28002,40,52,0,0,3,4,1
"30313",61,0,0,18,123519,60,52,0,0,3,1,1
"30314",32,0,0,13,30000,40,50,0,0,3,1,7
"30315",32,0,0,13,30000,40,51,0,0,3,1,7
"30316",37,1,0,13,43000,40,52,0,0,3,1,1
"30317",34,0,0,16,45000,48,52,0,0,3,1,1
"30318",28,0,0,16,70000,50,51,0,0,3,1,1
"30319",27,1,0,16,25000,40,52,0,0,3,1,1
"30320",57,0,0,12,25000,40,52,0,0,3,1,1
"30321",20,0,0,10,14000,40,52,0,0,3,1,1
"30322",38,0,0,13,60000,40,52,0,0,3,2,1
"30323",37,1,0,12,30000,40,52,0,0,3,2,1
"30324",42,0,0,13,38002,40,52,0,0,3,1,1
"30325",44,0,0,13,42500,40,52,0,0,3,1,1
"30326",57,1,0,13,31253,40,52,0,0,3,1,1
"30327",58,0,0,12,24119,55,52,0,0,3,1,1
"30328",36,0,0,12,50000,40,52,0,0,3,1,1
"30329",19,1,0,12,12000,40,52,0,0,3,1,7
"30330",31,0,0,11,40000,40,52,0,1,3,1,1
"30331",28,1,0,11,17000,40,52,0,1,3,1,1
"30332",51,1,0,18,48900,40,52,0,0,3,2,1
"30333",58,0,0,18,33000,70,52,0,0,3,2,1
"30334",36,0,0,18,52000,40,52,0,0,3,5,7
"30335",43,0,0,14,10000,50,52,0,0,3,1,5
"30336",60,1,0,12,55000,60,52,0,0,3,1,4
"30337",51,0,0,20,389599,70,52,0,0,3,1,1
"30338",42,0,0,12,33000,40,52,0,0,3,2,5
"30339",42,0,0,13,14560,45,52,0,0,3,1,5
"30340",45,0,0,12,50000,40,50,0,0,3,1,5
"30341",33,1,0,16,70000,36,52,0,0,3,2,7
"30342",53,1,0,14,30000,40,52,0,0,3,1,1
"30343",57,0,0,16,75000,40,52,0,0,3,1,1
"30344",42,1,0,16,56000,60,52,0,0,3,2,7
"30345",24,0,0,11,11000,40,52,0,0,3,2,7
"30346",59,1,0,12,37440,45,52,0,0,3,1,1
"30347",40,1,0,12,16000,60,52,0,0,3,1,5
"30348",52,1,1,16,32000,50,52,0,0,3,1,5
"30349",24,1,1,12,35000,40,52,0,0,3,1,1
"30350",56,1,0,12,20000,40,52,0,0,3,2,5
"30351",34,1,0,12,13000,40,52,0,0,3,1,6
"30352",48,0,0,16,18000,50,52,0,0,3,1,5
"30353",54,0,0,14,40000,40,52,0,0,3,7,1
"30354",34,1,0,12,33000,40,52,0,0,3,1,1
"30355",39,0,0,16,26000,40,52,0,0,3,1,1
"30356",44,0,0,12,66000,45,52,0,0,3,1,1
"30357",41,0,0,12,20000,40,52,0,0,3,1,1
"30358",57,0,1,13,65000,40,52,0,0,3,1,5
"30359",50,0,0,14,40000,40,52,0,0,3,1,1
"30360",46,1,0,13,45000,60,52,0,0,3,1,1
