risk_aversion,drug_tolerance,beta,risk_error,prescribing_prob,addict_risk_aversion,addict_drug_tolerance,addict_risk_aversion_growth,search_cost,prescriptions,consumption,V0,V1
low,low,0.94,0.12128568309648693,0.3355489439129201,0.2,0.3,0.321285683096487,1.33222552804354,3.0,0.9045607326813041,75.42546203643542,75.42546203643542
high,low,0.94,0.1625909738696163,0.09433805438334375,0.8,0.3,0.9625909738696163,1.4528309728083282,3.0,2.2852154322593097,75.42546203643542,75.42546203643542
high,high,0.94,-0.0747191483643385,0.4271139805418619,0.8,0.7,0.7252808516356616,1.286443009729069,7.0,5.761039977718274,75.42546203643542,75.42546203643542
high,high,0.94,0.11263826707464948,0.8753410920257877,0.8,0.7,0.9126382670746496,1.0623294539871062,7.0,5.847616395926297,75.42546203643542,75.42546203643542
high,high,0.94,-0.07797324062820087,0.568994839399051,0.8,0.7,0.7220267593717992,1.2155025803004744,7.0,5.708998100557656,75.42546203643542,75.42546203643542
high,high,0.94,-0.04493332928045424,0.5419202651110762,0.8,0.7,0.7550666707195458,1.2290398674444618,7.0,5.7650627199497775,75.42546203643542,75.42546203643542
low,low,0.94,-0.31992747224626106,0.01948816075618698,0.2,0.3,-0.11992747224626105,1.4902559196219065,3.0,0.8999630295909612,75.42546203643542,75.42546203643542
low,high,0.94,-0.1750275743484563,0.7971330416077667,0.2,0.7,0.0249724256515437,1.1014334791961167,7.0,4.900000010696997,75.42546203643542,75.42546203643542
low,high,0.94,-0.06255457001436542,0.24841815542381995,0.2,0.7,0.13744542998563458,1.37579092228809,7.0,4.900067484488569,75.42546203643542,75.42546203643542
high,low,0.94,-0.038034568226132937,0.15475080146752362,0.8,0.3,0.7619654317738671,1.4226245992662383,3.0,1.9127666700221604,75.42546203643542,75.42546203643542
high,low,0.94,-0.0882347014658459,0.04581172335969719,0.8,0.3,0.7117652985341542,1.4770941383201515,3.0,1.8656709967873812,75.42546203643542,75.42546203643542
high,low,0.94,-0.017125543856754907,0.6525857823231056,0.8,0.3,0.7828744561432451,1.1737071088384472,3.0,1.7643206492983985,75.42546203643542,75.42546203643542
high,low,0.94,0.017992795509744072,0.08202008095621394,0.8,0.3,0.8179927955097441,1.458989959521893,3.0,2.0349824638190257,75.42546203643542,75.42546203643542
low,low,0.94,-0.08965257176132296,0.9279361517225123,0.2,0.3,0.11034742823867705,1.036031924138744,3.0,0.9000169505665137,75.42546203643542,75.42546203643542
low,low,0.94,0.07709520587343283,0.4066511041182823,0.2,0.3,0.27709520587343284,1.296674447940859,3.0,0.9021182441348852,75.42546203643542,75.42546203643542
high,high,0.94,-0.11272115164334771,0.6295135807601954,0.8,0.7,0.6872788483566523,1.1852432096199024,7.0,5.641692177753355,75.42546203643542,75.42546203643542
low,high,0.94,-0.038993626776334944,0.058418547885314975,0.2,0.7,0.16100637322366507,1.4707907260573425,7.0,4.900159135187259,75.42546203643542,75.42546203643542
high,high,0.94,-0.0013985325322031245,0.19671009772898795,0.8,0.7,0.7986014674677969,1.401644951135506,7.0,5.958158309850816,75.42546203643542,75.42546203643542
low,high,0.94,-0.14869874237608469,0.7016792044493954,0.2,0.7,0.051301257623915325,1.1491603977753022,7.0,4.900000408338857,75.42546203643542,75.42546203643542
low,high,0.94,0.06093737123257618,0.2278254796566075,0.2,0.7,0.2609373712325762,1.3860872601716963,7.0,4.901676764173564,75.42546203643542,75.42546203643542
high,high,0.94,0.08014429501018645,0.8797857319147785,0.8,0.7,0.8801442950101865,1.0601071340426107,7.0,5.803737087032859,75.42546203643542,75.42546203643542
high,low,0.94,-0.1567519424338535,0.7527297090638699,0.8,0.3,0.6432480575661466,1.123635145468065,3.0,1.5472892866922896,75.42546203643542,75.42546203643542
low,high,0.94,0.020869122842342314,0.829427953218883,0.2,0.7,0.22086912284234234,1.0852860233905586,7.0,4.90057045217747,75.42546203643542,75.42546203643542
high,high,0.94,0.0346881274357755,0.24657162327971083,0.8,0.7,0.8346881274357756,1.3767141883601446,7.0,5.998371064852579,75.42546203643542,75.42546203643542
high,low,0.94,0.14813684811737513,0.4791536462414989,0.8,0.3,0.9481368481173752,1.2604231768792507,3.0,2.079248036929953,75.42546203643542,75.42546203643542
high,low,0.94,0.07451822901694664,0.6529426900117937,0.8,0.3,0.8745182290169466,1.173528654994103,3.0,1.8924411923946924,75.42546203643542,75.42546203643542
low,high,0.94,-0.013013922489120536,0.45170457139588394,0.2,0.7,0.18698607751087948,1.274147714302058,7.0,4.900291250135501,75.42546203643542,75.42546203643542
low,high,0.94,-0.024324076768376758,0.40410306428477616,0.2,0.7,0.17567592323162326,1.2979484678576119,7.0,4.900217179421994,75.42546203643542,75.42546203643542
low,low,0.94,-0.08659369878247308,0.4761874341220429,0.2,0.3,0.11340630121752693,1.2619062829389787,3.0,0.9000236708052753,75.42546203643542,75.42546203643542
low,high,0.94,0.061648686482510054,0.4188997056876199,0.2,0.7,0.26164868648251005,1.29055014715619,7.0,4.90158258730977,75.42546203643542,75.42546203643542
high,low,0.94,-0.12781628900154637,0.6063970935537156,0.8,0.3,0.6721837109984536,1.1968014532231421,3.0,1.6284203795880363,75.42546203643542,75.42546203643542
high,high,0.94,0.09937983892747329,0.23515752959885217,0.8,0.7,0.8993798389274733,1.382421235200574,7.0,6.110791410137089,75.42546203643542,75.42546203643542
low,low,0.94,0.132269938425437,0.6123103815042764,0.2,0.3,0.332269938425437,1.1938448092478617,3.0,0.9048350740568013,75.42546203643542,75.42546203643542
low,high,0.94,-0.08989098860407901,0.23882722247797206,0.2,0.7,0.110109011395921,1.380586388761014,7.0,4.9000223448737,75.42546203643542,75.42546203643542
low,low,0.94,0.0646379189525189,0.8714737498405001,0.2,0.3,0.2646379189525189,1.06426312507975,3.0,0.901381367959232,75.42546203643542,75.42546203643542
low,high,0.94,-0.10210875195684793,0.060661744203221235,0.2,0.7,0.09789124804315208,1.4696691278983893,7.0,4.900013211097533,75.42546203643542,75.42546203643542
high,high,0.94,-0.0334996714953223,0.24330880003976396,0.8,0.7,0.7665003285046778,1.378345599980118,7.0,5.88854980746604,75.42546203643542,75.42546203643542
low,high,0.94,0.09314789325787931,0.4349185393684155,0.2,0.7,0.2931478932578793,1.2825407303157923,7.0,4.9027765471524445,75.42546203643542,75.42546203643542
low,high,0.94,0.1648778558914537,0.8857297442518482,0.2,0.7,0.3648778558914537,1.057135127874076,7.0,4.906837038736629,75.42546203643542,75.42546203643542
low,low,0.94,-0.025121912790081954,0.9286657631229581,0.2,0.3,0.17487808720991804,1.0356671184385209,3.0,0.9001693936632011,75.42546203643542,75.42546203643542
low,low,0.94,0.16978892313520766,0.25439750258688765,0.2,0.3,0.36978892313520767,1.3728012487065562,3.0,0.9094924245777214,75.42546203643542,75.42546203643542
high,low,0.94,0.004846983582492623,0.4807876266988762,0.8,0.3,0.8048469835824926,1.259606186650562,3.0,1.8602325773013564,75.42546203643542,75.42546203643542
high,high,0.94,0.1364774252024424,0.5552721593313443,0.8,0.7,0.9364774252024425,1.222363920334328,7.0,6.026087567062012,75.42546203643542,75.42546203643542
high,high,0.94,-0.048213519333050486,0.2167822370654343,0.8,0.7,0.7517864806669495,1.391608881467283,7.0,5.874171301262573,75.42546203643542,75.42546203643542
low,low,0.94,-0.14672317995679474,0.6235048338189562,0.2,0.3,0.053276820043205275,1.188247583090522,3.0,0.9000005100331621,75.42546203643542,75.42546203643542
low,low,0.94,-0.008061816978862844,0.5314210752710935,0.2,0.3,0.19193818302113716,1.2342894623644534,3.0,0.9003215317894159,75.42546203643542,75.42546203643542
low,low,0.94,-0.007385302690286377,0.5038922872422179,0.2,0.3,0.19261469730971365,1.248053856378891,3.0,0.9003308875596019,75.42546203643542,75.42546203643542
high,low,0.94,-0.05341460770807162,0.280935354241973,0.8,0.3,0.7465853922919284,1.3595323228790135,3.0,1.843493467819893,75.42546203643542,75.42546203643542
high,low,0.94,-0.03844371941462587,0.0452091381001104,0.8,0.3,0.7615562805853742,1.4773954309499449,3.0,1.9510521301319674,75.42546203643542,75.42546203643542
high,high,0.94,0.14793259931137892,0.5341497320876331,0.8,0.7,0.947932599311379,1.2329251339561835,7.0,6.053210345016313,75.42546203643542,75.42546203643542
low,high,0.94,-0.16459670973916732,0.5089859388945134,0.2,0.7,0.03540329026083269,1.2455070305527434,7.0,4.90000006927305,75.42546203643542,75.42546203643542
high,high,0.94,-0.1480686135742418,0.2325455103155507,0.8,0.7,0.6519313864257582,1.3837272448422246,7.0,5.710593010602776,75.42546203643542,75.42546203643542
high,low,0.94,0.01825094735996533,0.5103479298748858,0.8,0.3,0.8182509473599654,1.244826035062557,3.0,1.8687613613995495,75.42546203643542,75.42546203643542
low,low,0.94,-0.07251272143582844,0.693419478744479,0.2,0.3,0.12748727856417158,1.1532902606277604,3.0,0.9000388394326031,75.42546203643542,75.42546203643542
high,high,0.94,0.14608690433703317,0.8756148411268181,0.8,0.7,0.9460869043370332,1.062192579436591,7.0,5.891099031838672,75.42546203643542,75.42546203643542
low,high,0.94,-0.14089223787066854,0.6455119655708368,0.2,0.7,0.05910776212933147,1.1772440172145817,7.0,4.900000849354664,75.42546203643542,75.42546203643542
high,high,0.94,0.022022934358040314,0.060954712484004636,0.8,0.7,0.8220229343580403,1.4695226437579976,7.0,6.050220756780968,75.42546203643542,75.42546203643542
low,low,0.94,0.10422004446776151,0.6101103938066645,0.2,0.3,0.3042200444677615,1.1949448030966678,3.0,0.9031137731700707,75.42546203643542,75.42546203643542
low,high,0.94,0.04113266938942252,0.910233399568974,0.2,0.7,0.24113266938942252,1.044883300215513,7.0,4.900851820441219,75.42546203643542,75.42546203643542
low,low,0.94,0.06717057451014549,0.3625980404361768,0.2,0.3,0.2671705745101455,1.3187009797819116,3.0,0.9017951033218506,75.42546203643542,75.42546203643542
low,low,0.94,-0.25149458502904987,0.04186258582593938,0.2,0.3,-0.051494585029049855,1.4790687070870303,3.0,0.8999994644547615,75.42546203643542,75.42546203643542
high,high,0.94,-0.06792471351432981,0.3747731712043283,0.8,0.7,0.7320752864856702,1.3126134143978359,7.0,5.788856230357709,75.42546203643542,75.42546203643542
high,high,0.94,-0.17941542995619253,0.11237916200284914,0.8,0.7,0.6205845700438075,1.4438104189985754,7.0,5.695264118691299,75.42546203643542,75.42546203643542
low,high,0.94,-0.0999435575449904,0.18607693249418622,0.2,0.7,0.10005644245500961,1.406961533752907,7.0,4.900014109366366,75.42546203643542,75.42546203643542
low,low,0.94,0.02235774040174522,0.6352716904226118,0.2,0.3,0.22235774040174522,1.182364154788694,3.0,0.9006427062383972,75.42546203643542,75.42546203643542
low,low,0.94,0.20187248417908915,0.39514054350976735,0.2,0.3,0.40187248417908916,1.3024297282451163,3.0,0.9136519804585046,75.42546203643542,75.42546203643542
low,high,0.94,-0.164744093332735,0.5181765950115371,0.2,0.7,0.035255906667265025,1.2409117024942313,7.0,4.9000000675927815,75.42546203643542,75.42546203643542
low,high,0.94,0.2037951095563243,0.09641841506762117,0.2,0.7,0.4037951095563243,1.4517907924661895,7.0,4.915585089899315,75.42546203643542,75.42546203643542
high,high,0.94,0.09724734212025316,0.5413410161532732,0.8,0.7,0.8972473421202531,1.2293294919233633,7.0,5.973516011244322,75.42546203643542,75.42546203643542
low,low,0.94,0.060634177011791135,0.1693609417342573,0.2,0.3,0.26063417701179115,1.4153195291328713,3.0,0.9017022028779135,75.42546203643542,75.42546203643542
low,high,0.94,0.08469974389411059,0.7168710979321935,0.2,0.7,0.28469974389411057,1.1415644510339034,7.0,4.902135186517659,75.42546203643542,75.42546203643542
low,low,0.94,-0.0194695126560651,0.8135867465898903,0.2,0.3,0.1805304873439349,1.0932066267050549,3.0,0.9002096307693842,75.42546203643542,75.42546203643542
high,low,0.94,0.11745291328360684,0.7677171734682439,0.8,0.3,0.9174529132836069,1.116141413265878,3.0,1.9021874329731145,75.42546203643542,75.42546203643542
low,low,0.94,0.21565465522693034,0.2763094623840372,0.2,0.3,0.41565465522693035,1.3618452688079814,3.0,0.9168962766047697,75.42546203643542,75.42546203643542
high,high,0.94,0.19114131129159495,0.182296505918646,0.8,0.7,0.991141311291595,1.408851747040677,7.0,6.293268336864032,75.42546203643542,75.42546203643542
low,low,0.94,0.19137130246766837,0.8779395845599656,0.2,0.3,0.3913713024676684,1.0610302077200173,3.0,0.9097425498461595,75.42546203643542,75.42546203643542
high,low,0.94,0.1259105329124815,0.23667229821627855,0.8,0.3,0.9259105329124815,1.3816638508918606,3.0,2.1549131660615757,75.42546203643542,75.42546203643542
high,high,0.94,-0.04975941852169765,0.8169620055518699,0.8,0.7,0.7502405814783024,1.091518997224065,7.0,5.662135144388803,75.42546203643542,75.42546203643542
low,low,0.94,-0.000814378519299819,0.36048834741802627,0.2,0.3,0.19918562148070018,1.319755826290987,3.0,0.9004137933557761,75.42546203643542,75.42546203643542
low,high,0.94,0.21227355544183327,0.5040686424862993,0.2,0.7,0.4122735554418333,1.2479656787568503,7.0,4.9148638062232255,75.42546203643542,75.42546203643542
low,high,0.94,0.1790750368239113,0.7374885257047464,0.2,0.7,0.3790750368239113,1.1312557371476268,7.0,4.9088549624505395,75.42546203643542,75.42546203643542
high,low,0.94,0.17022967265672273,0.8903569382954932,0.8,0.3,0.9702296726567228,1.0548215308522533,3.0,1.915715726321202,75.42546203643542,75.42546203643542
low,high,0.94,-0.01734554958761709,0.016681116209775637,0.2,0.7,0.18265445041238293,1.4916594418951121,7.0,4.900303264079784,75.42546203643542,75.42546203643542
high,low,0.94,0.0005182765136825567,0.5291861991983675,0.8,0.3,0.8005182765136826,1.2354069004008164,3.0,1.8354575562054283,75.42546203643542,75.42546203643542
high,high,0.94,-0.007296398238831853,0.5320966636734954,0.8,0.7,0.7927036017611682,1.2339516681632523,7.0,5.82296809524018,75.42546203643542,75.42546203643542
high,low,0.94,-0.10057939217140698,0.22242831606934954,0.8,0.3,0.699420607828593,1.3887858419653252,3.0,1.7882972359886251,75.42546203643542,75.42546203643542
low,high,0.94,0.11842832150091548,0.0724226293031145,0.2,0.7,0.3184283215009155,1.4637886853484428,7.0,4.904792220844554,75.42546203643542,75.42546203643542
high,high,0.94,-0.09042464375114292,0.9690146255375405,0.8,0.7,0.7095753562488571,1.0154926872312298,7.0,5.561340249981485,75.42546203643542,75.42546203643542
low,high,0.94,0.18123596023742317,0.6991709149132181,0.2,0.7,0.3812359602374232,1.150414542543391,7.0,4.909264535665732,75.42546203643542,75.42546203643542
low,low,0.94,-0.038362465685263386,0.4114064389584563,0.2,0.3,0.16163753431473663,1.294296780520772,3.0,0.9001428055070116,75.42546203643542,75.42546203643542
high,low,0.94,-0.024486760830024563,0.6068503269327437,0.8,0.3,0.7755132391699755,1.1965748365336282,3.0,1.770815971776519,75.42546203643542,75.42546203643542
high,high,0.94,0.057161571009415414,0.9529622157373535,0.8,0.7,0.8571615710094155,1.0235188921313232,7.0,5.744158948325335,75.42546203643542,75.42546203643542
high,low,0.94,-0.16846822283680038,0.31234554408703885,0.8,0.3,0.6315317771631996,1.3438272279564805,3.0,1.656549670437234,75.42546203643542,75.42546203643542
low,low,0.94,0.1523439430031104,0.757930775713632,0.2,0.3,0.35234394300311045,1.121034612143184,3.0,0.9060876976162973,75.42546203643542,75.42546203643542
high,low,0.94,-0.013037291613149074,0.9974042648034126,0.8,0.3,0.786962708386851,1.0012978675982938,3.0,1.642174421407696,75.42546203643542,75.42546203643542
low,high,0.94,0.09797255178669567,0.7740762148825838,0.2,0.7,0.2979725517866957,1.1129618925587081,7.0,4.902614337156926,75.42546203643542,75.42546203643542
high,low,0.94,0.024723186835285446,0.3892161403774741,0.8,0.3,0.8247231868352854,1.3053919298112628,3.0,1.9259499613732862,75.42546203643542,75.42546203643542
low,high,0.94,0.053063041447044705,0.4708444656359396,0.2,0.7,0.2530630414470447,1.2645777671820302,7.0,4.901312469315432,75.42546203643542,75.42546203643542
low,low,0.94,0.01180537990533898,0.5324835546297985,0.2,0.3,0.211805379905339,1.2337582226851007,3.0,0.9005259143191849,75.42546203643542,75.42546203643542
low,low,0.94,0.02749397703547808,0.8459289026588782,0.2,0.3,0.22749397703547808,1.077035548670561,3.0,0.9006562654688187,75.42546203643542,75.42546203643542
high,low,0.94,0.024257235631066673,0.010208090763739075,0.8,0.3,0.8242572356310667,1.4948959546181304,3.0,2.0740576614381183,75.42546203643542,75.42546203643542
low,high,0.94,-0.0466963394695855,0.9621438656561355,0.2,0.7,0.1533036605304145,1.0189280671719323,7.0,4.900086279208016,75.42546203643542,75.42546203643542
low,low,0.94,-0.07572680858927304,0.8186145432665757,0.2,0.3,0.12427319141072697,1.090692728366712,3.0,0.9000323288067238,75.42546203643542,75.42546203643542
low,high,0.94,0.052888859112167765,0.5087322495128077,0.2,0.7,0.2528888591121678,1.245633875243596,7.0,4.901288364934747,75.42546203643542,75.42546203643542
low,high,0.94,-0.036491208481788794,0.6453731096879982,0.2,0.7,0.1635087915182112,1.1773134451560008,7.0,4.900137593414229,75.42546203643542,75.42546203643542
high,low,0.94,-0.036368695843006935,0.9112075506792406,0.8,0.3,0.7636313041569931,1.0443962246603797,3.0,1.6455382803004532,75.42546203643542,75.42546203643542
high,high,0.94,-0.17382053888394547,0.6170576959069985,0.8,0.7,0.6261794611160546,1.1914711520465007,7.0,5.5636774394286865,75.42546203643542,75.42546203643542
low,high,0.94,-0.118840631421385,0.7663370857644588,0.2,0.7,0.08115936857861501,1.1168314571177707,7.0,4.900003932610511,75.42546203643542,75.42546203643542
low,low,0.94,0.05948003072603795,0.8287753349712073,0.2,0.3,0.259480030726038,1.0856123325143963,3.0,0.9012770105102377,75.42546203643542,75.42546203643542
low,high,0.94,0.07943632526780015,0.5191150787977161,0.2,0.7,0.27943632526780016,1.240442460601142,7.0,4.902113444906892,75.42546203643542,75.42546203643542
low,low,0.94,-0.04683843137718882,0.08766036884082695,0.2,0.3,0.1531615686228112,1.4561698155795866,3.0,0.9001227329159045,75.42546203643542,75.42546203643542
high,high,0.94,0.06778917810582123,0.20549304619396846,0.8,0.7,0.8677891781058212,1.3972534769030158,7.0,6.070288631901146,75.42546203643542,75.42546203643542
high,high,0.94,0.20438799513714168,0.8401638225452742,0.8,0.7,1.0043879951371417,1.079918088727363,7.0,5.985844678273069,75.42546203643542,75.42546203643542
low,high,0.94,-0.16809226766156693,0.799845820073918,0.2,0.7,0.03190773233843308,1.100077089963041,7.0,4.900000036383361,75.42546203643542,75.42546203643542
low,high,0.94,0.0637163675746352,0.7962792822701108,0.2,0.7,0.26371636757463524,1.1018603588649447,7.0,4.901405438947935,75.42546203643542,75.42546203643542
high,low,0.94,-0.041940683803472545,0.33471304544626124,0.8,0.3,0.7580593161965274,1.3326434772768694,3.0,1.8426337055782804,75.42546203643542,75.42546203643542
low,low,0.94,0.06690944130193667,0.575587290887142,0.2,0.3,0.26690944130193667,1.212206354556429,3.0,0.901642087281689,75.42546203643542,75.42546203643542
high,high,0.94,0.08142019592640935,0.08572028540625865,0.8,0.7,0.8814201959264094,1.4571398572968706,7.0,6.144457255858249,75.42546203643542,75.42546203643542
high,low,0.94,-0.06204226785595756,0.05795858471947268,0.8,0.3,0.7379577321440425,1.4710207076402637,3.0,1.9061393760372034,75.42546203643542,75.42546203643542
high,high,0.94,0.06372099828137057,0.20969925189858385,0.8,0.7,0.8637209982813706,1.395150374050708,7.0,6.061683624462064,75.42546203643542,75.42546203643542
low,high,0.94,-0.0653127137210639,0.9195555347585371,0.2,0.7,0.1346872862789361,1.0402222326207315,7.0,4.9000461061804,75.42546203643542,75.42546203643542
low,high,0.94,0.07779305322375535,0.2816816004867756,0.2,0.7,0.27779305322375536,1.3591591997566121,7.0,4.902248418938537,75.42546203643542,75.42546203643542
low,high,0.94,0.055423750526465615,0.6607166178535131,0.2,0.7,0.2554237505264656,1.1696416910732435,7.0,4.901271625499127,75.42546203643542,75.42546203643542
low,high,0.94,0.09208820974177612,0.2651516712626403,0.2,0.7,0.29208820974177613,1.3674241643686798,7.0,4.902907189788606,75.42546203643542,75.42546203643542
low,low,0.94,-0.10558951903011152,0.3874415253675503,0.2,0.3,0.0944104809698885,1.3062792373162249,3.0,0.9000097979918676,75.42546203643542,75.42546203643542
high,low,0.94,0.03898265107977786,0.8156014462966122,0.8,0.3,0.8389826510797779,1.092199276851694,3.0,1.7769869079924283,75.42546203643542,75.42546203643542
high,high,0.94,0.07223917492542868,0.7311985788653776,0.8,0.7,0.8722391749254287,1.134400710567311,7.0,5.856226940433946,75.42546203643542,75.42546203643542
high,low,0.94,-0.08399420218144706,0.31995124637283967,0.8,0.3,0.716005797818553,1.3400243768135802,3.0,1.7825887199304595,75.42546203643542,75.42546203643542
low,low,0.94,0.013459387864333587,0.8560425683307774,0.2,0.3,0.2134593878643336,1.0719787158346112,3.0,0.9004750753104891,75.42546203643542,75.42546203643542
low,high,0.94,-0.029261645730286685,0.5524158824095341,0.2,0.7,0.17073835426971332,1.223792058795233,7.0,4.900177567338665,75.42546203643542,75.42546203643542
high,low,0.94,0.034520071886837506,0.8165889539272005,0.8,0.3,0.8345200718868375,1.0917055230363997,3.0,1.770766055619196,75.42546203643542,75.42546203643542
high,low,0.94,-0.14743563905721757,0.5434267655484654,0.8,0.3,0.6525643609427825,1.2282866172257674,3.0,1.6204086346467093,75.42546203643542,75.42546203643542
low,high,0.94,0.042623407831060056,0.2499938433812693,0.2,0.7,0.24262340783106007,1.3750030783093654,7.0,4.901156024830838,75.42546203643542,75.42546203643542
high,low,0.94,-0.03183889943163936,0.666351927252929,0.8,0.3,0.7681611005683607,1.1668240363735354,3.0,1.73911359128364,75.42546203643542,75.42546203643542
high,low,0.94,0.049879531786361196,0.7421637936613743,0.8,0.3,0.8498795317863612,1.1289181031693127,3.0,1.821211073573473,75.42546203643542,75.42546203643542
low,low,0.94,-0.09806605331385726,0.24063441922869788,0.2,0.3,0.10193394668614275,1.379682790385651,3.0,0.9000151835542333,75.42546203643542,75.42546203643542
low,low,0.94,-0.028373324363285116,0.571867254464879,0.2,0.3,0.1716266756367149,1.2140663727675605,3.0,0.9001807866603507,75.42546203643542,75.42546203643542
low,low,0.94,0.14083627962958825,0.03878018907518199,0.2,0.3,0.3408362796295883,1.480609905462409,3.0,0.9068103546950772,75.42546203643542,75.42546203643542
high,high,0.94,0.0452770755577707,0.9690562603929428,0.8,0.7,0.8452770755577708,1.0154718698035285,7.0,5.723032074989266,75.42546203643542,75.42546203643542
low,high,0.94,-0.029215612691112364,0.9160555723701508,0.2,0.7,0.17078438730888765,1.0419722138149246,7.0,4.900151389922955,75.42546203643542,75.42546203643542
high,high,0.94,-0.10885240183244943,0.20918967808397326,0.8,0.7,0.6911475981675506,1.3954051609580134,7.0,5.779354172845493,75.42546203643542,75.42546203643542
low,high,0.94,-0.05126646351038914,0.09974146426762753,0.2,0.7,0.14873353648961088,1.4501292678661861,7.0,4.900105548299356,75.42546203643542,75.42546203643542
low,low,0.94,0.05727451543177661,0.410038439876772,0.2,0.3,0.2572745154317766,1.294980780061614,3.0,0.9014596447420422,75.42546203643542,75.42546203643542
high,high,0.94,-0.22332303937292083,0.561769805231486,0.8,0.7,0.5766769606270792,1.219115097384257,7.0,5.512647210758352,75.42546203643542,75.42546203643542
low,low,0.94,0.1759154249684518,0.21909146446000038,0.2,0.3,0.3759154249684518,1.3904542677699998,3.0,0.9104377632523208,75.42546203643542,75.42546203643542
high,high,0.94,-0.08830916066725542,0.9431600999492679,0.8,0.7,0.7116908393327446,1.0284199500253661,7.0,5.572256039376407,75.42546203643542,75.42546203643542
low,low,0.94,0.02248922041374206,0.7001363045787051,0.2,0.3,0.22248922041374208,1.1499318477106475,3.0,0.9006269269991597,75.42546203643542,75.42546203643542
low,low,0.94,0.07695283429786248,0.4287579665417762,0.2,0.3,0.2769528342978625,1.2856210167291118,3.0,0.9020947974354115,75.42546203643542,75.42546203643542
low,high,0.94,-0.001006961983262477,0.21504321930234593,0.2,0.7,0.19899303801673754,1.3924783903488271,7.0,4.900434488089999,75.42546203643542,75.42546203643542
low,high,0.94,0.0990890672876424,0.5344577374259428,0.2,0.7,0.2990890672876424,1.2327711312870286,7.0,4.902950428860765,75.42546203643542,75.42546203643542
low,low,0.94,0.1017421486607809,0.1555274057245708,0.2,0.3,0.3017421486607809,1.4222362971377147,3.0,0.9035575552288184,75.42546203643542,75.42546203643542
high,high,0.94,0.1354356373452165,0.23606506248578385,0.8,0.7,0.9354356373452165,1.3819674687571082,7.0,6.171350238905078,75.42546203643542,75.42546203643542
high,low,0.94,-0.14392147200356026,0.7581267549463022,0.8,0.3,0.6560785279964398,1.120936622526849,3.0,1.5618747889971056,75.42546203643542,75.42546203643542
low,low,0.94,0.03457849933167638,0.02248434953392131,0.2,0.3,0.2345784993316764,1.4887578252330393,3.0,0.9010574627440162,75.42546203643542,75.42546203643542
low,high,0.94,-0.11489203015602596,0.33667349721052253,0.2,0.7,0.08510796984397405,1.3316632513947386,7.0,4.900005946282939,75.42546203643542,75.42546203643542
low,low,0.94,-0.11495768738880492,0.055269868998422345,0.2,0.3,0.08504231261119509,1.4723650655007887,3.0,0.9000065492386047,75.42546203643542,75.42546203643542
low,low,0.94,0.005783146734720541,0.678874912435009,0.2,0.3,0.20578314673472056,1.1605625437824956,3.0,0.9004282699174362,75.42546203643542,75.42546203643542
low,high,0.94,-0.0237623288259569,0.5195684381877567,0.2,0.7,0.1762376711740431,1.2402157809061216,7.0,4.900210858435538,75.42546203643542,75.42546203643542
low,high,0.94,0.09434905505733582,0.7807184623655167,0.2,0.7,0.29434905505733583,1.1096407688172416,7.0,4.902451859806607,75.42546203643542,75.42546203643542
low,low,0.94,-0.20645158493195737,0.10175385857574293,0.2,0.3,-0.006451584931957355,1.4491230707121285,3.0,0.8999999999838028,75.42546203643542,75.42546203643542
high,high,0.94,-0.04799443278583165,0.7897715521961255,0.8,0.7,0.7520055672141683,1.1051142239019374,7.0,5.673897579684479,75.42546203643542,75.42546203643542
low,low,0.94,0.04034469898016105,0.8688845575932682,0.2,0.3,0.24034469898016106,1.065557721203366,3.0,0.9008545740865311,75.42546203643542,75.42546203643542
low,low,0.94,0.3013003138321345,0.7440617103513304,0.2,0.3,0.5013003138321346,1.1279691448243347,3.0,0.9357097740570055,75.42546203643542,75.42546203643542
high,low,0.94,-0.05901757755535697,0.44003082240115143,0.8,0.3,0.7409824224446431,1.2799845887994243,3.0,1.7799634281031134,75.42546203643542,75.42546203643542
low,low,0.94,-0.037352742533290975,0.3720750246603154,0.2,0.3,0.16264725746670905,1.3139624876698424,3.0,0.9001495604248215,75.42546203643542,75.42546203643542
low,low,0.94,-0.0008464806426785472,0.8923933083738618,0.2,0.3,0.19915351935732145,1.0538033458130691,3.0,0.9003301410289616,75.42546203643542,75.42546203643542
high,low,0.94,0.00847282159315354,0.020445764990054793,0.8,0.3,0.8084728215931536,1.4897771175049725,3.0,2.0420972357375473,75.42546203643542,75.42546203643542
high,low,0.94,0.02751641429510945,0.9291575735487306,0.8,0.3,0.8275164142951095,1.0354212132256346,3.0,1.71721782280722,75.42546203643542,75.42546203643542
high,high,0.94,0.011127523596069942,0.6459690228166206,0.8,0.7,0.81112752359607,1.1770154885916897,7.0,5.80603213366442,75.42546203643542,75.42546203643542
high,low,0.94,0.031039390817861702,0.7727995658248673,0.8,0.3,0.8310393908178617,1.1136002170875663,3.0,1.7836012445925062,75.42546203643542,75.42546203643542
high,high,0.94,0.03046236662655293,0.13893806156614197,0.8,0.7,0.8304623666265529,1.430530969216929,7.0,6.034089187905495,75.42546203643542,75.42546203643542
low,high,0.94,0.08581736626026541,0.30397537967918165,0.2,0.7,0.28581736626026544,1.3480123101604091,7.0,4.9025712062977576,75.42546203643542,75.42546203643542
